ticker,name,description,industry,currency,exchange,type,market_cap,market_cap_usd
LUV,SOUTHWEST AIRLINES CO.,"Southwest Airlines Co. (Southwest) operates Southwest Airlines, a passenger airline that provides scheduled air transportation in the United States and near-international markets. The Company's fare products include four categories: Wanna Get Away, Wanna Get Away Plus, Anytime, and Business Select to provide customers options when choosing a fare. It also offers ancillary services, such as EarlyBird Check-In, Upgraded Boarding, and transportation of pets and unaccompanied minors, in accordance with Southwest’s respective policies. Its Rapid Rewards loyalty program enables program members to earn points for every dollar spent on Southwest base fares, also including purchases paid with LUV Vouchers, gift cards, or flight credit, with no portion of the purchase price paid with Rapid Rewards points. It operates over 803 Boeing 737 aircraft in its fleet and serves 117 destinations in 42 states, the District of Columbia, the Commonwealth of Puerto Rico, and ten near-international countries.",Passenger Transportation Services,USD,XNYS,Stock,18216135374.00,18216135374.00
LVS,LAS VEGAS SANDS CORP.,"Las Vegas Sands Corp. is a global developer and operator of destination properties (Integrated Resorts). The Integrated Resorts feature accommodations, gaming, entertainment and retail malls, convention and exhibition facilities, celebrity chef restaurants and other amenities. Its properties also cater to high-end players by providing them with luxury amenities and premium service levels. Its other amenities include luxury accommodations, restaurants, lounges, invitation-only clubs and private gaming salons. Its principal operating and developmental activities occur in two geographic areas: Macao and Singapore. In Macao, it owns The Venetian Macao Resort Hotel; The Londoner Macao; The Parisian Macao; The Plaza Macao and Four Seasons Macao, and Sands Macao. In Singapore, it owns Marina Bay Sands. It also has ferry operations. It owns and operates a collection of Integrated Resorts in the Macao Special Administrative Region of the People's Republic of China (PRC) through Sands China Ltd.",Hotels & Entertainment Services,USD,XNYS,Stock,34748281232.00,34748281232.00
LW,"LAMB WESTON HOLDINGS, INC.","Lamb Weston Holdings, Inc. is a global producer, distributor, and marketer of value-added frozen potato products. The Company is a supplier of frozen potato, sweet potato, appetizer and vegetable products to restaurants and retailers around the globe. The Company’s segments include North America and International. The Company’s frozen potato products are sold in North America and international markets generally to North American-based restaurant chains and international customers, comprised of global and regional quick service and full-service restaurant chains, foodservice distributors, and retailers. Its product portfolio includes frozen potatoes and appetizers sold under the Lamb Weston brand, as well as many customer labels. The Company’s product categories include classic fries, extra crispy fries, sweet potatoes, and other products. Its recipes include appetizers, desserts, dips, sauces and seasonings, entree, salad, side dishes, and topped and loaded.",Food & Tobacco,USD,XNYS,Stock,9009139125.00,9009139125.00
LYB,LyondellBasell Industries NV,"LyondellBasell Industries N.V. is a global, independent chemical company creating solutions for everyday sustainable living. The Company's segments include Olefins and Polyolefins-Americas (O&P-Americas), Olefins and Polyolefins-Europe, Asia, International (O&P-EAI), Intermediates and Derivatives (I&D), Advanced Polymer Solutions (APS), and Technology. The O&P-Americas and O&P-EAI segments produces and markets olefins and co-products, polyethylene, and polypropylene. The I&D segment produces and markets propylene oxide (PO) and its derivatives, oxyfuels and related products, and intermediate chemicals, such as styrene monomer (SM), and acetyls. The APS segment produces and markets compounding and solutions, such as polypropylene compounds, engineered plastics, masterbatches, engineered composites, colors, and powders. The Technology segment develops and licenses chemical and polyolefin process technologies and manufactures and sells polyolefin catalysts.",Chemicals,USD,XNYS,Stock,14540115922.00,14540115922.00
LYV,"LIVE NATION ENTERTAINMENT, INC.","Live Nation Entertainment, Inc. is a live entertainment company. The Company is a producer of live music concerts. Its segments include Concerts, Ticketing and Sponsorship & Advertising. The Concerts segment principally involves the global promotion of live music events in its owned or operated venues and in rented third-party venues, the operation and management of music venues, the production of music festivals across the world, the creation of associated content and the provision of management and other services to artists. The Ticketing segment is an agency business that sells tickets for events on behalf of its clients. The Sponsorship & Advertising segment employs a sales force that creates and maintains relationships with sponsors through a combination of strategic, international, national, and local opportunities that allow businesses to reach customers through its concert, festival, venue and ticketing assets, including advertising on its Websites.",Media & Publishing,USD,XNYS,Stock,36868487348.00,36868487348.00
MA,MASTERCARD INCORPORATED.,"Mastercard Incorporated is a technology company in the global payments industry. The Company connects consumers, financial institutions, merchants, governments, digital partners, businesses and other organizations worldwide by enabling electronic payments and making those payment transactions secure, simple, smart and accessible. It provides a range of payment solutions and services using its brands, including Mastercard, Maestro and Cirrus. It operates a payments network that provides choice and flexibility for consumers, merchants and its customers. Through its proprietary global payments network, it switches (authorizes, clears and settles) payment transactions. Its additional payments capabilities include automated clearing house (ACH) transactions (both batch and real-time account-based payments). It offers security solutions, consumer acquisition and engagement, business and market insights, gateway, processing and open banking, among other services and solutions.",Software & IT Services,USD,XNYS,Stock,517067629246.00,517067629246.00
MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.","Mid-America Apartment Communities, Inc. is a multifamily-focused, self-administered and self-managed real estate investment trust. The Company owns, operates, acquires and selectively develops apartment communities primarily located in the Southeast, Southwest and Mid-Atlantic regions of the United States. Its segments include Same Store and Non-Same Store and Other. The Same Store segment represents those apartment communities that have been owned and stabilized for at least 12 months as of the first day of the calendar year. The Non-Same Store and Other segment includes recently acquired communities, communities being developed or on lease-up, communities that have been disposed of or identified for disposition and others. The Non-Same Store and Other segment also includes non-multifamily activities and expenses related to severe weather events. It has ownership interest in apartment units, including communities in development, across 16 states and the District of Columbia.",Residential & Commercial REIT,USD,XNYS,Stock,15617284740.00,15617284740.00
MAR,"MARRIOTT INTERNATIONAL, INC.","Marriott International, Inc. is an operator, franchisor, and licensor of hotel, residential, timeshare, and other lodging properties under various brand names. Its segments include U.S. and Canada, Europe, Middle East, and Africa (EMEA), Greater China, Asia Pacific, excluding China. Its brand portfolio offers a range of brands and lodging offerings in hospitality. Its brands are categorized by style of offering: Classic and Distinctive. The classic brands offer time-honored hospitality for the modern traveler. The distinctive brands offer memorable experiences with a perspective, each of which it groups into four tiers: Luxury, Premium, Select, and Midscale. Its hotel brands include JW Marriott, The Ritz-Carlton, The Luxury Collection, W Hotels, Marriott Hotels, Sheraton, Delta Hotels by Marriott, Marriott Executive Apartments, Courtyard, SpringHill Suites, TownePlace, City Express, Four Points Flex by Sheraton, citizenM, and others.",Hotels & Entertainment Services,USD,XNAS,Stock,72867444097.00,72867444097.00
MAS,MASCO CORPORATION,"Masco Corporation is engaged in designing, manufacturing and distributing branded home improvement and building products. The Company's portfolio of brands includes Behr paint; Delta and hansgrohe faucets, bath and shower fixtures; Liberty branded decorative and functional hardware, and HotSpring spas. Its segments include Plumbing Products and Decorative Architectural Products. The Plumbing Products segment principally includes faucets, plumbing system components and valves, showerheads and handheld showers, bath hardware and accessories, water filtration systems, sinks, kitchen accessories, spas, exercise pools, aquatic fitness systems, and saunas. The Decorative Architectural Products segment primarily includes architectural coatings, including paints, primers, specialty coatings, stains and waterproofing products, as well as paint applicators and accessories. Its products are sold primarily for repair and remodeling activity and, to a lesser extent, new home construction.",Homebuilding & Construction Supplies,USD,XNYS,Stock,14385380000.00,14385380000.00
MCD,MCDONALD'S CORPORATION,"McDonald's Corporation is a global foodservice retailer. Its segment includes U.S., International Operated Markets, and International Developmental Licensed Markets & Corporate. The U.S. segment is its largest market and is 95% franchised. The International Operated Markets segment is comprised of markets, or countries in which it operates and franchises restaurants, including Australia, Canada, France, Germany, Italy, Poland, Spain, and the United Kingdom. This segment is 89% franchised. The International Developmental Licensed Markets & Corporate segment is comprised of developmental licensee and affiliate markets, including equity method investments in China and Japan. This segment is 99% franchised. Its menu features hamburgers and cheeseburgers, the Big Mac, the Quarter Pounder with Cheese, the Filet-O-Fish, and several chicken sandwiches, such as the McChicken and McCrispy as well as Chicken McNuggets, Fries, shakes, sundaes, cookies, soft drinks, coffee, and other beverages.",Hotels & Entertainment Services,USD,XNYS,Stock,219276360031.00,219276360031.00
MCHP,MICROCHIP TECHNOLOGY INCORPORATED,"Microchip Technology Incorporated is a provider of smart, connected, and secure embedded control solutions. The Company’s semiconductor products segment designs, develops, manufactures and markets mixed-signal microcontrollers, development tools and analog, interface, mixed-signal, timing, wired and wireless connectivity devices, and memory products. The Company's technology licensing segment includes sales and licensing of the Company's intellectual property. Its products include PIC64 Microprocessors, FPGAs, myMicrochip, MPLAB X IDE, Analog, and Microcontrollers. Its development tools include Atmel START and MPLAB Discover. Its manufacturing operations include wafer fabrication, wafer probe, assembly, and test. The Company’s solutions serve customers across the industrial, automotive, consumer, aerospace and defense, communications and computing markets. The Company markets and sells its products worldwide primarily through a network of direct sales personnel and distributors.",Semiconductors & Semiconductor Equipment,USD,XNAS,Stock,36439173344.00,36439173344.00
MCK,MCKESSON CORPORATION,"McKesson Corporation is a diversified healthcare services company, which focuses on advancing health outcomes for patients everywhere. Its U.S. Pharmaceutical segment distributes branded, generic, specialty, biosimilar and over-the-counter pharmaceutical drugs, and other healthcare-related products in the United States (U.S.). The Prescription Technology Solutions (RxTS) segment helps solve medication access, affordability and adherence challenges for patients by working across healthcare to connect patients, pharmacies, pharmacy benefit managers, health plans, and biopharma companies. The Medical-Surgical Solutions provides medical-surgical supply distribution, logistics, and other services to healthcare providers, including physician offices, hospital reference labs, and home healthcare agencies. The International segment provides distribution and services to wholesale, institutional, and retail customers in Canada and Norway. It also offers oncology and specialty solutions.",Pharmaceuticals,USD,XNYS,Stock,97926594276.00,97926594276.00
MCO,MOODY'S CORPORATION,"Moody's Corporation is a global integrated risk assessment company. It is a global provider of research and insights; data and information, and decision solutions, which help companies make decisions. Its MA segment provides data, intelligence and analytical tools to help business and financial leaders make decisions. MA consists of a premier fixed income and economic research business (Research & Insights); a data business powered by databases on companies and credit (Data & Information), and three cloud-based subscription businesses serving banking, insurance and KYC workflows (Decision Solutions). Its MIS segment is a global provider of credit ratings, research, and risk analysis. It publishes credit ratings and provides assessment services on a wide range of debt obligations, programs and facilities, and the entities that issue such obligations in markets worldwide, including various corporate, financial institution and governmental obligations, and structured finance securities.",Professional & Commercial Services,USD,XNYS,Stock,87019764000.00,87019764000.00
MDLZ,"Mondelez International, Inc.","Mondelez International, Inc. is a snack company. The Company’s core business is making and selling chocolate, biscuits and baked snacks. The Company also has additional businesses in adjacent, locally relevant categories including gum and candy, cheese and grocery and powdered beverages. Its portfolio includes global and local brands such as Oreo, Ritz, LU, Clif Bar and Tate’s Bake Shop biscuits and baked snacks, as well as Cadbury Dairy Milk, Milka and Toblerone chocolate. The Company’s segments include Latin America, AMEA, Europe and North America. It sells its products in over 150 countries and has operations in approximately 80 countries, including 147 principal manufacturing and processing facilities across 46 countries. It sells its products to supermarket chains, wholesalers, supercenters, club stores, mass merchandisers, distributors, convenience stores, gasoline stations, drug stores, value stores and other retail food outlets.",Food & Tobacco,USD,XNAS,Stock,79901103750.00,79901103750.00
MDT,MEDTRONIC PUBLIC LIMITED COMPANY,"Medtronic Public Limited Company is an Ireland-based company, which provides healthcare technology solutions. The Company’s products category includes Advanced Surgical Technology; Cardiac Rhythm; Cardiovascular; Digestive & Gastrointestinal; Ear, Nose & Throat; General Surgery; Gynecological; Neurological; Oral & Maxillofacial; Patient Monitoring; Renal Care; Respiratory; Spinal & Orthopedic; Surgical Navigation & Imaging; Urological; Product Manuals; Product Ordering & Inquiries; and Product Performance & Advisories. Its products include Cardiac Implantable Electronic Device (CIED) Stabilization, Aortic Stent Graft Products, CareLink Personal Therapy Management Software, CareLink Pro Therapy Management Software. Its services and solutions include Ambulatory Surgery Center Resources, Care Management Services, Digital Connectivity Information Technology (IT) Support, Equipment Services and Support, Innovation Lab, Medtronic Healthcare Consulting, and Office-Based Sinus Surgery.",Healthcare Equipment & Supplies,USD,XNYS,Stock,122919799380.00,122919799380.00
MET,"METLIFE, INC.","MetLife, Inc. is a financial services company, providing insurance, annuities, employee benefits and asset management to individual and institutional customers. Its segments include Group Benefits; Retirement and Income Solutions (RIS); Asia; Latin America; Europe, the Middle East and Africa (EMEA); and MetLife Holdings. Group Benefits segment offers life insurance, dental, group short- and long-term disability, paid family and medical leave, individual disability, accidental death and dismemberment insurance, accident and health insurance, and vision, as well as prepaid legal plans and pet insurance. RIS segment provides funding and financing solutions that help institutional customers mitigate and manage liabilities primarily associated with their employee benefit programs using a spectrum of life and annuity-based insurance and investment products. It operates across EMEA in both developed (Western Europe) and emerging (Central and Eastern Europe, Middle East and Africa) markets.",Insurance,USD,XNYS,Stock,52550362422.00,52550362422.00
META,"Meta Platforms, Inc.","Meta Platforms, Inc. is building human connections, powered by artificial intelligence and immersive technologies. The Company's products enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality (VR) and mixed reality (MR) headsets, augmented reality (AR), and wearables. It also helps people discover and learn about what is going on in the world around them, enabling people to share their experiences, ideas, photos, videos, and other content with audiences ranging from their closest family members and friends to the public at large. The Company's segments include Family of Apps (FoA) and Reality Labs (RL). FoA segment includes Facebook, Instagram, Messenger, WhatsApp and Threads. RL segment includes its virtual, augmented, and mixed reality related consumer hardware, software and content. Its product offerings in VR include its Meta Quest devices, as well as software and content available through the Meta Horizon Store.",Software & IT Services,USD,XNAS,Stock,1839315000000.00,1839315000000.00
MGM,MGM RESORTS INTERNATIONAL,"MGM Resorts International is a global gaming and entertainment company with national and international locations featuring hotels and casinos, meetings and conference spaces, live and theatrical entertainment experiences, and a range of restaurant, nightlife and retail offerings. The Company’s segments include Las Vegas Strip Resorts, Regional Operations, MGM China, and MGM Digital. The Las Vegas Strip Resorts segment consists of Aria, Bellagio, The Cosmopolitan of Las Vegas, MGM Grand Las Vegas, Mandalay Bay, Luxor, New York-New York, Excalibur, and Park MGM. The Regional Operations segment consists of MGM Grand Detroit in Detroit, Michigan; Beau Rivage in Biloxi, Mississippi; Gold Strike Tunica in Tunica; Borgata in Atlantic City, New Jersey; MGM National Harbor in Prince George’s County, Maryland; MGM Springfield in Springfield, Massachusetts; Empire City in Yonkers, New York, and others. MGM Digital is its online gaming portfolio which is primarily comprised of LeoVegas.",Hotels & Entertainment Services,USD,XNYS,Stock,8955083900.00,8955083900.00
MHK,"MOHAWK INDUSTRIES, INC.","Mohawk Industries, Inc. is a flooring manufacturer that creates products to enhance residential and commercial spaces around the world. Its segments include Global Ceramic, Flooring North America (Flooring NA) and Flooring Rest of the World (Flooring ROW). The Global Ceramic segment designs, manufactures, sources, distributes and markets a line of ceramic, porcelain and natural stone tile products used for floor and wall applications in residential and commercial channels. Flooring NA segment designs, manufactures, sources, distributes and markets a range of floor covering products, including broadloom carpet, carpet tile, rugs and mats, carpet pad, laminate, medium-density fiberboard (MDF), wood flooring, LVT and sheet vinyl. Flooring ROW segment designs, manufactures, sources, distributes and markets a variety of laminate, LVT and sheet vinyl, wood flooring, broadloom carpet and carpet tile collections used in residential and commercial markets for remodeling and new construction.",Household Goods,USD,XNYS,Stock,8169103526.00,8169103526.00
MKC,"MCCORMICK & COMPANY, INCORPORATED","McCormick & Company, Incorporated manufactures, markets, and distributes herbs, spices, seasonings, condiments and flavors to the entire food and beverage industry, including retailers, food manufacturers and foodservice businesses. It operates through two segments: consumer and flavor solutions. The consumer segment sells to retail channels, including grocery, mass merchandise, warehouse clubs, discount and drug stores, and e-commerce under the McCormick brand and a variety of brands around the world, including French's, Frank's RedHot, Lawry’s, Zatarain’s, Simply Asia, Thai Kitchen, Ducros, Vahine, Cholula, Schwartz, Club House, Kamis, DaQiao, La Drogheria, Stubb's, OLD BAY, Gourmet Garden, and others. In its flavor solutions segment, it provides a range of products to multinational food manufacturers and foodservice customers. The foodservice customers are supplied with branded, packaged products both directly by the Company and indirectly through distributors.",Food & Tobacco,USD,XNYS,Stock,18186990000.00,18186990000.00
MKTX,MARKETAXESS HOLDINGS INC.,"MarketAxess Holdings Inc. operates electronic trading platforms. The Company offers end-to-end trading solutions, including the operation of electronic platforms for the trading of fixed-income and other securities and related data, analytics compliance tools, post-trade services, automated trading services and technology services. The Company provides an Open Trading marketplace which offers an all-to-all trading solution in the global credit markets, creating a liquidity pool for a range of credit market participants. It leverages its diverse set of trading protocols, automated and algorithmic trading solutions, intelligent data and index products and a range of post-trade services to provide an end-to-end trading solution to its robust network of platform participants. The Company also provides several integrated and actionable data offerings, including CP+ and Axess All, to assist clients. Its RFQ-hub platform is a bilateral multi-asset and multi-dealer request for quote platform.",Investment Banking & Investment Services,USD,XNAS,Stock,6461129927.00,6461129927.00
MLM,"MARTIN MARIETTA MATERIALS, INC.","Martin Marietta Materials, Inc. is a natural resource-based building materials company. The Company supplies aggregates (crushed stone, sand and gravel) through its network of approximately 390 quarries, mines and distribution yards in 28 states, Canada and The Bahamas. It also provides cement and downstream products, namely, ready mixed concrete, asphalt and paving services in targeted markets. It conducts its Building Materials business through two segments, organized by geography: East Group and West Group. The East Group provides aggregates and asphalt products. The West Group provides aggregates, cement, downstream products and paving services. The Company’s Magnesia Specialties business provides a full range of magnesium oxide, magnesium hydroxide and dolomitic lime products. Its magnesia-based chemical products are used in industrial, agricultural and environmental applications. It also produces dolomitic lime sold to customers for steel production and soil stabilization.",Construction Materials,USD,XNYS,Stock,38115201180.00,38115201180.00
MMC,"MARSH & MCLENNAN COMPANIES, INC.","Marsh & McLennan Companies, Inc. is a professional services company in the areas of risk, strategy and people. The Company conducts business through two segments: Risk and Insurance Services, and Consulting. Risk and Insurance Services segment includes risk management activities (risk advice, risk transfer and risk control and mitigation solutions) as well as insurance and reinsurance broking and services. It conducts business in this segment through Marsh and Guy Carpenter. Marsh is an insurance broker and risk advisor, serving companies, institutions and individuals. Guy Carpenter is a reinsurance intermediary and advisor. Consulting segment includes health, wealth and career advice, solutions and products, and specialized management, strategic, economic and brand consulting services. It conducts business in this segment through Mercer and Oliver Wyman Group. Oliver Wyman Group serves as a critical strategic, economic and brand advisor to private sector and governmental clients.",Insurance,USD,XNYS,Stock,92568437815.00,92568437815.00
MMM,3M COMPANY,"3M Company is a diversified technology company. The Company is a manufacturer and marketer of a variety of products and services. The Company’s segments include Safety and Industrial; Transportation and Electronics, and Consumer. Its Safety and Industrial segment includes industrial abrasives and finishing for metalworking applications; autobody repair solutions; industrial specialty products, such as personal hygiene products, masking, and packaging materials, and others. Its Transportation and Electronics segment includes advanced ceramic solutions; attachment/bonding, films, sound and temperature management for transportation vehicles; premium large format graphic films for advertising and fleet signage. Its Consumer segment includes cleaning products for the home; consumer air quality products, and picture hanging accessories. Its brands include 3M Cubitron II abrasives, Scotch-Brite, Filtrete, Command, Scotchgard, Meguiar’s, Nexcare, Post-it and others.",Consumer Goods Conglomerates,USD,XNYS,Stock,88768065802.00,88768065802.00
MNST,MONSTER BEVERAGE CORPORATION,"Monster Beverage Corporation is a holding company. The Company, through its subsidiaries, develops, markets, sells and distributes energy drink beverages and concentrates for energy drink beverages under various brand names. Its Monster Energy Drinks segment is primarily consisting of its Monster Energy drinks, Reign Total Body Fuel high performance energy drinks, Reign Storm total wellness energy drinks and Bang Energy drinks. Its Strategic Brands segment is primarily consisting of various energy drink brands acquired from the Coca-Cola Company as well as its affordable energy brands, Predator and Fury. Its Alcohol Brands segment consists of various craft beers, hard seltzers and flavored malt beverages. Its Other segment consists of certain products sold by American Fruits and Flavors LLC, a wholly-owned subsidiary of the Company, to independent third-party customers. It also develops, markets, sells and distributes still and sparkling waters under the Monster Tour Water brand name.",Beverages,USD,XNAS,Stock,67275902980.00,67275902980.00
MO,"Altria Group, Inc.","Altria Group, Inc. operates a portfolio of tobacco products for United States tobacco consumers aged 21+. Its segments include smokeable products and oral tobacco products. The smokeable products segment consists of combustible cigarettes and machine-made large cigars. The oral tobacco products segment includes moist smokeless tobacco (MST) products and oral nicotine pouches. Its wholly owned subsidiaries include manufacturers of both combustible and smoke-free products. In combustibles, it owns Philip Morris USA Inc. (PM USA), and John Middleton Co. (Middleton), which are cigarette manufacturers. Its smoke-free portfolio includes ownership of U.S. Smokeless Tobacco Company LLC (USSTC), a global MST manufacturer, Helix Innovations LLC (Helix), a manufacturer of oral nicotine pouches, and NJOY, LLC (NJOY), an e-vapor manufacturer with a commercialized product portfolio. The brand portfolios of its operating companies include Marlboro, Black & Mild, Copenhagen, Skoal, on! and NJOY.",Food & Tobacco,USD,XNYS,Stock,107126649070.00,107126649070.00
MOH,"MOLINA HEALTHCARE, INC.","Molina Healthcare, Inc. is a provider of managed healthcare services under the Medicaid and Medicare programs, and through the state insurance marketplaces. The Company operates through four segments: Medicaid, Medicare, Marketplace and Other. The Medicaid, Medicare, and Marketplace segments represent the government-funded or sponsored programs under which it offers managed healthcare services. Medicaid provides healthcare and long-term services and support to low-income Americans. Medicare is a federal program that provides eligible persons aged 65 and over, and some disabled persons, with a variety of hospital, medical insurance, and prescription drug benefits. The Marketplace insurance exchanges allow individuals and small groups to purchase federally subsidized health insurance. It arranges healthcare services for its members through contracts with a network of providers, including independent physicians and physician groups, hospitals, ancillary providers, and pharmacies.",Healthcare Providers & Services,USD,XNYS,Stock,10666560000.00,10666560000.00
MOS,THE MOSAIC COMPANY,"The Mosaic Company is a producer and marketer of concentrated phosphate and potash crop nutrients. The Company’s segments include Phosphates, Potash and Mosaic Fertilizantes. The Phosphates segment sells phosphate-based crop nutrients and animal feed ingredients throughout North America and internationally. The Potash Segment sells potash throughout North America and internationally, principally as fertilizer, but also for use in industrial applications and, to a lesser degree, as animal feed ingredients. The Mosaic Fertilizantes Segment produces and sells phosphate- and potash-based crop nutrients, and animal feed ingredients, in Brazil. In addition to four phosphate rock mines, four chemical plants and a potash mine in Brazil, this segment consists of sales offices, crop nutrient blending and bagging facilities, port terminals and warehouses in Brazil and Paraguay. This segment also serves as a distribution outlet for its Phosphates and Potash segments.",Chemicals,USD,XNYS,Stock,9264272577.00,9264272577.00
MPC,MARATHON PETROLEUM CORPORATION,"Marathon Petroleum Corporation is an integrated, downstream energy company. The Company’s segments include Refining & Marketing, Midstream and Renewable Diesel. The Refining & Marketing segment refines crude oil and other feedstocks at its refineries in the Gulf Coast, Mid-Continent and West Coast regions of the United States. It sells refined products to wholesale marketing customers domestically and internationally, to buyers on the spot market, and to independent entrepreneurs who operate primarily Marathon branded outlets. The Midstream segment gathers, transports, stores and distributes crude oil, refined products, including renewable diesel, and other hydrocarbon-based products, principally for the Refining & Marketing segment via refining logistics assets, pipelines, terminals, and others. The Renewable Diesel segment processes renewable feedstocks into renewable diesel, markets renewable diesel and distributes renewable products through its Midstream segment and third parties.",Oil & Gas,USD,XNYS,Stock,55596192261.00,55596192261.00
MPWR,"MONOLITHIC POWER SYSTEMS, INC.","Monolithic Power Systems, Inc. is a fabless company, which provides semiconductor-based power electronic solutions. The Company design and develop its products for the enterprise data, storage and computing, automotive, communications, consumer, and industrial end markets. Direct Current (DC) to DC, Alternating Current (AC) to DC, driver metal-oxide-semiconductor field-effect transistor, power management integrated circuit (IC), current limit switch and lighting control products. Its DC to DC ICs are used to convert and control voltages within a range of electronic systems, such as cloud-based central processing unit (CPU) servers, server artificial intelligence (AI) applications, storage applications, commercial notebooks, digital cockpit, power sources, home appliances, fourth generation (4G) and fifth generation (5G) infrastructure and satellite communications applications. The Company have sales offices in various locations in Asia, Europe and the United States.",Semiconductors & Semiconductor Equipment,USD,XNAS,Stock,49265063640.00,49265063640.00
MRK,"MERCK & CO., INC.","Merck & Co., Inc. is a global health care company that delivers health solutions through its prescription medicines, including biologic therapies, vaccines and animal health products. Its Pharmaceutical segment includes human health pharmaceutical and vaccine products. The Company sells its human health pharmaceutical products primarily to drug wholesalers and retailers, hospitals, government agencies and managed health care providers. It sells these human health vaccines primarily to physicians, wholesalers, distributors and government entities. Its Animal Health segment discovers, develops, manufactures and markets a range of veterinary pharmaceutical and vaccine products, as well as health management solutions and services, for the prevention, treatment and control of disease in all livestock and companion animal species. Its products include KEYTRUDA (pembrolizumab) injection, for intravenous use; WELIREG (belzutifan) tablets, for oral use; Ohtuvayre (ensifentrine) and others.",Pharmaceuticals,USD,XNYS,Stock,218880724290.00,218880724290.00
MRNA,"MODERNA, INC.","Moderna, Inc. is a biotechnology company. The Company is advancing a new class of medicines made of messenger ribonucleic acid (mRNA). It is developing therapeutics and vaccines for infectious diseases, immuno-oncology, rare diseases and autoimmune diseases. mRNA medicines are designed to direct the body’s cells to produce intracellular, membrane or secreted proteins that have a therapeutic or preventive benefit with the potential to address a spectrum of diseases. The Company’s diverse development pipeline consists of 44 therapeutic and vaccine programs, 11 of which are in late-stage development. Its commercial products include Spikevax (its COVID vaccine) and mRESVIA (its respiratory syncytial virus (RSV) vaccine). Additionally, it has achieved four positive Phase III data readouts for its COVID vaccine (mRNA-1283), its RSV vaccine for high-risk adults aged 18 to 59 (mRNA-1345), its seasonal flu+COVID vaccine (mRNA-1083), and its seasonal flu vaccine (mRNA-1010).",Pharmaceuticals,USD,XNAS,Stock,10737066192.00,10737066192.00
MS,MORGAN STANLEY,"Morgan Stanley is a global financial services company. The Company is engaged in providing a range of investment banking, securities, wealth management and investment management services. Its segments include Institutional Securities, Wealth Management and Investment Management. Its Institutional Securities segment provides a variety of products and services to corporations, governments, financial institutions and ultra-high net worth clients. Its Wealth Management segment provides an array of financial services and solutions to individual investors and small to medium-sized businesses and institutions. Its Investment Management segment provides a range of investment strategies and products that span geographies, asset classes, and public and private markets to a diverse group of clients across institutional and intermediary channels. Its investment banking services consist of capital raising and financial advisory services, including the underwriting of debt and other products.",Investment Banking & Investment Services,USD,XNYS,Stock,253350840000.00,253350840000.00
MSCI,MSCI INC.,"MSCI Inc. (MSCI) is a provider of critical decision support tools and solutions for the global investment community. The Company operates through four segments: Index, Analytics, ESG and Climate, and All Other-Private Assets. The Index segment offers products, such as MSCI Global Equity Indexes, ESG and Climate Indexes, Factor Indexes, Thematic Indexes, Client-Designed Indexes, Fixed Income Indexes and Real Assets Indexes. The Analytics segment offers risk management, performance attribution and portfolio management content, applications and services. Its ESG and Climate segment offerings include MSCI ESG Ratings, MSCI ESG Business Involvement Screening Research, and MSCI Climate Solutions. The Company's All Other-Private Assets segment comprises the Real Assets segment and Private Capital Solutions segment. The Real Assets segment offers data, benchmarks, return-analytics, climate assessments and market insights for tangible assets such as real estate and infrastructure.",Professional & Commercial Services,USD,XNYS,Stock,41805075682.00,41805075682.00
MSFT,MICROSOFT CORPORATION,"Microsoft Corporation is a technology company. The Company develops and supports software, services, devices, and solutions. The Company’s segments include Productivity and Business Processes, Intelligent Cloud, and More Personal Computing. The Productivity and Business Processes segment consists of products and services in its portfolio of productivity, communication, and information services. This segment primarily comprises: Office Commercial, Office Consumer, LinkedIn, and Dynamics business solutions. The Intelligent Cloud segment consists of server products and cloud services, including Azure and other cloud services, SQL Server, Windows Server, Visual Studio, System Center, and related Client Access Licenses (CALs), and Nuance and GitHub; and Enterprise Services, including enterprise support services, industry solutions and Nuance professional services. The More Personal Computing segment primarily comprises Windows, Devices, Gaming, and search and news advertising.",Software & IT Services,USD,XNAS,Stock,3847853229220.00,3847853229220.00
MSI,"MOTOROLA SOLUTIONS, INC.","Motorola Solutions, Inc. provides public safety and enterprise security. The Company offers safety and security technologies, which include land mobile radio communications (LMR), video security, and command center. Across technologies, it offers cloud-based and hybrid software solutions, and services such as cybersecurity subscription services and managed and support services. Its segments include Products and Systems Integration, and Software and Services. The Products and Systems Integration segment offers a portfolio of infrastructure, devices, accessories, video security devices and infrastructure, and the implementation and integration of such systems, devices, and applications. The Company's Software and Services segment provides a range of solution offerings for government, public safety and commercial customers. Its Software includes public safety and enterprise Command Center, unified communications applications, certain mobile video equipment, and video software solutions.",Communications & Networking,USD,XNYS,Stock,74611890576.00,74611890576.00
